GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
EIF2S2	329427.4227	314292.5185	348272.1189	340378.2791	347675.4312	335228.1568	348072.4447	334278.1623	344267.9454	337995.8688
MYL9	185141.3612	195885.279	208257.4202	198576.575	200912.7287	202161.1308	198828.1775	202661.6165	206241.1092	201282.166
AIMP1	208008.5928	193530.8251	198647.7043	187619.4525	209866.2504	200916.0766	207962.726	191908.8095	203685.6819	192142.296
MANBA	32382.81537	35194.38955	32349.22724	33386.22759	31988.68305	35285.52057	34472.28682	35600.83292	32619.18917	36588.5215
MORC2	22151.38152	18129.4288	21097.74316	18940.3731	20809.19326	18633.83897	21598.19435	19817.42303	21954.61423	20808.07152
PIP5K1C	17592.79473	20963.97844	21333.00212	26526.88765	20775.56825	25932.9648	21389.61871	24234.25315	22340.66252	25817.17443
WDR35	9498.815589	8209.09613	9381.302466	9063.763363	9065.960755	9498.058676	10910.04537	8885.60053	9499.504054	9349.422206
AKR1D1	14840.29153	16807.13953	17763.87269	14344.40369	17566.37837	15435.81594	18218.94599	16786.18191	19534.37042	19349.76349
BUD13	53027.94982	53825.28115	52293.67025	51754.45865	52727.0975	52117.23273	53539.08573	49028.81408	53735.52404	51394.93727
ZBTB10	23813.48357	31337.3721	27073.87923	36238.71011	30251.62508	27135.21275	30724.38919	29652.53607	30449.44932	29707.91261
BRD4	77798.90526	81794.49974	68362.45996	70906.36762	75921.4466	75979.61963	76734.30401	76558.43672	76684.65045	77788.99809
TRAF2	41646.0542	47742.48195	41603.0144	49470.60698	47093.66248	53217.21855	45095.33253	54566.28099	39267.20738	49419.60127
NUDT16L1	26066.92719	23709.52503	26360.70048	22995.07842	25613.95187	23209.65022	26107.17172	23619.41046	25987.86236	23032.76921
ZW10	65665.55671	66978.348	68476.36164	71004.21175	68101.04108	70676.44736	69030.82415	68351.89138	68936.78165	67433.67753
HOOK3	71990.87769	74640.90556	67982.27941	75087.5174	74629.84889	79180.92989	76161.00503	82211.66882	73975.54588	79846.6825
ABL2	14961.41317	13931.63384	14480.09975	13508.98393	13748.23091	13836.99842	15093.15522	14190.27046	15616.70646	14932.45063
TRIM28	1306851.906	1256935.869	1267353.259	1217676.792	1284412.344	1239986.518	1301633.809	1237787.985	1284681.305	1251694.285
SZT2	10486.55854	14161.77408	10091.7187	12093.64801	9702.914019	10564.40374	12381.101	11840.17245	12225.66897	11352.9037
FAM192A	53263.07056	55983.33448	63457.23064	64417.62029	59640.6518	64360.90275	61904.44391	66545.97133	60245.54141	63729.39042
HOOK2	13259.69646	13256.53285	12384.57364	13295.82584	12551.65061	12502.23061	13855.09438	12797.56184	14106.20824	14718.10371
TXNDC16	18690.96468	15985.80184	23588.6262	22606.51902	21453.19144	18160.05628	24782.32561	20851.1077	23232.04596	21563.87053
SNX17	16410.21007	16614.67789	29759.34344	28664.18947	24355.6581	22819.23216	23096.89102	23559.3518	23910.84867	24787.99318
RABGGTB	54261.85443	63300.52303	60267.57383	68502.5184	58629.20677	66002.93587	62555.91127	67178.58156	63755.89935	64466.55722
NFIC	21672.7463	17362.37699	17855.71224	16802.08372	17442.16027	15832.01619	20718.48621	18920.56202	20611.3974	17294.5863
HMGB2	958443.5178	911943.0707	795073.2384	866671.8832	912952.2217	874298.5266	848805.7843	843339.2347	893327.3509	871006.8926
TMED7	58749.11216	59279.24912	58947.70523	58669.03474	58189.69728	56105.95273	58995.53194	61948.23433	62474.92254	61219.4173
NAA20	28805.37974	24408.56872	26406.82248	22665.20613	25700.9053	24036.76667	26650.97124	23474.37817	28743.2865	24167.20089
CDK5RAP3	105929.9916	107354.0408	109042.6109	111168.8175	112645.6185	111099.6935	111095.5129	112284.2155	115482.8691	111731.5142
ASH2L	119290.4498	115009.7136	107556.748	105750.8927	109042.8857	105621.5175	115358.8576	113680.517	117936.8791	112534.7624
ATP5I	69916.00119	71882.16074	72659.79931	73574.59487	71736.85823	75348.66582	69447.44212	74182.81707	69614.59467	72614.12126
DSN1	72985.79031	63743.3867	70285.61639	61390.84952	69875.93252	64714.95125	72853.10754	62796.02775	73376.02853	62220.47097
RALGAPA1	74796.65812	71720.46878	66631.4582	67303.68778	69602.81686	67626.52915	71020.57794	73174.78237	73557.86547	70922.69613
ERCC3	25363.6263	23498.23285	28934.42299	24413.53209	24409.54505	24300.46205	26089.52306	24757.64653	28725.91093	25365.88417
GRK4	8599.378679	11122.59237	12463.57029	11099.61529	11266.35264	9076.695577	12572.18204	9594.581466	10511.48819	9690.780428
RPS15A	497966.4501	520189.571	554159.4253	561749.3769	554946.4274	572052.9911	549758.1095	557557.7274	525768.4762	557858.329
IPO8	58085.51567	56903.75857	76573.59759	74052.55408	67082.63154	68027.12166	73046.58144	73467.62441	69630.5213	70350.29328
LGALS3	20011.83144	18783.92753	14244.61666	19409.34848	17551.5672	18004.90862	19669.31764	17717.75438	17661.99924	21677.94182
ZFP1	11010.69369	17112.00967	12842.29828	17304.22286	11997.60398	17054.59125	13224.01789	18491.72994	12311.94185	16435.18481
ATP5H	355112.7192	298816.62	311412.5754	302166.5209	325016.2858	298039.2289	326585.8483	299211.1191	321902.1317	305758.6756
AMPD2	82650.30281	78736.91246	77210.58703	75962.37018	78923.82397	76316.5947	80253.96729	78514.42621	80388.51135	80721.20649
C1orf43	11155.97921	12328.27575	11265.65209	11207.03181	11001.66152	10528.8775	11415.09304	12457.31444	10634.50389	12389.50195
TRIM25	80816.8063	78703.63276	87290.41342	87547.57395	84876.97147	83830.03533	86107.75947	84723.71191	85434.72242	84117.07418
SLFN11	22086.16175	20932.2354	27563.17841	24617.06173	24993.937	23061.33403	24479.69	23847.05667	25845.97427	23674.64017
NCOA1	21579.87775	21764.71825	22502.77798	21658.79187	22327.75127	23620.07826	21960.8098	22890.12142	22607.40234	23027.75145
ATP2A2	175345.4321	164049.6437	182049.6467	168402.8542	181441.613	166457.7084	184706.2821	168280.8221	180150.5886	166264.6657
OXA1L	36532.5806	37095.31348	44911.07011	43243.53809	44166.73784	42443.06493	43840.39813	43532.96798	44946.20457	42738.86513
NSUN4	30038.40079	31791.19556	29420.22411	33609.23188	28376.70875	32449.94547	30210.22297	30045.45258	30392.51655	32344.76516
PSMC2	341991.8557	337421.46	374926.9785	368547.9238	372115.3541	369071.3388	365612.4123	362704.9547	361666.651	368932.6306
RPL21	341088.9062	322093.9539	378041.6838	356364.417	385030.7993	353516.8403	366405.8763	340716.428	366665.4085	345320.6521
MYBL1	79937.71479	70457.7973	82479.40436	81596.62405	84350.7548	80418.76377	86875.43799	71915.86439	85918.70941	80818.17639
VASP	53498.40138	52088.50537	48177.08717	50808.54231	48423.70654	54279.24194	53970.7141	55308.39899	49803.10951	54696.51828
MRPL38	43153.92218	41836.6025	46166.61883	46791.05346	43719.12931	43093.72892	45784.2969	45385.46564	44713.12935	44899.50453
FMR1	131136.6209	125910.0349	135309.4812	127852.5221	140065.4684	129212.5861	144835.444	130839.1177	140159.1966	134178.2486
PACS1	43011.24261	43275.61834	42443.36689	44145.37877	45460.75383	44838.79726	44449.88316	44919.61663	46219.8594	44553.97053
DERA	63827.45649	59150.01815	67572.67465	60940.42848	69694.24797	61153.83444	65052.5497	60144.91278	68764.48088	65463.16435
PSAT1	255449.3432	246564.0371	304633.3456	287593.4018	296999.7439	284734.4482	283061.2534	255142.6741	270603.0354	263032.4137
OCIAD2	43425.54699	42605.05916	61760.14589	54768.45619	57183.78477	53609.39121	56641.11291	54321.49515	59268.83218	53919.93611
ACN9	12422.54774	13192.30033	13112.29398	15579.78939	12374.30963	15253.81548	13204.31145	15892.66923	13197.7305	15334.8672
CBX4	56329.19112	57207.80625	48909.95214	55886.5132	57865.94877	58441.65575	53516.27587	56064.24514	51689.60533	52466.19288
RPL12	460064.0186	461316.0923	530906.3389	505383.6493	521059.9531	535544.2219	512241.5659	506174.3762	491967.7341	530300.8205
RPL36	153276.3052	162278.858	162708.0938	172297.543	172151.4082	171531.9794	162936.7948	172317.879	159677.8338	170923.3073
TNPO1	170861.7757	169826.0186	166452.0043	164196.2232	169512.8748	169658.4222	168951.8765	168353.9476	169240.5598	169202.2408
EFTUD2	561065.3971	540069.5817	568847.7879	553090.9548	579961.4637	554061.4308	576653.1614	544072.1316	563603.4028	558927.2612
C7orf50	17162.80714	19130.40507	15407.64969	22858.17008	16495.46781	19256.00539	17294.8783	20746.04262	17351.15349	22136.29119
LIN37	34682.19823	34030.11932	29331.64776	28093.81241	31445.81763	32173.26831	29065.52077	34432.83636	33253.09977	31136.9896
MED12	40211.8101	37300.4675	43389.77641	43195.66323	43238.74464	39090.74897	42477.10405	41178.04591	43229.41542	39604.29739
NDRG3	66885.77533	68770.49548	64328.34889	63954.16844	64255.36641	64773.58887	69056.74835	66919.41656	64179.68978	69636.73774
SAFB	333879.2563	340205.202	357959.7788	342495.1787	360227.1449	348419.5752	362554.4798	349674.4208	353978.1056	353315.7083
GFM2	31199.36127	33157.84324	30331.08062	34308.66718	33142.78704	33149.47704	30583.45083	33628.66006	32134.96163	34281.23498
MAX	46135.40475	53616.40871	55430.40754	61524.06306	53498.19978	61922.42144	53266.04942	58809.10648	55168.49961	59836.43112
CDC26	24107.19793	24807.92919	25170.43314	25326.25135	23530.08508	23284.05408	25333.48358	26688.22192	26845.69429	29335.07844
VDAC2	474270.5827	435789.2295	457450.2876	422211.6333	463962.8456	418502.575	457847.7358	422157.2157	475615.211	440059.7555
UGDH	47273.01107	43856.67966	49817.66712	44609.46753	52130.85253	45359.76678	51904.55784	48159.50803	51313.16158	48535.47017
DPF1	19989.94373	18882.94687	16896.41395	20049.3573	18341.66315	19885.09994	19926.06632	20658.11197	18151.25047	20387.8435
EIF5	228256.2778	239731.3144	263448.3824	285364.6983	270339.0646	283722.6771	263666.7724	275089.4961	251706.2251	268469.9154
STIL	42439.61147	41859.98614	38450.2849	32513.64397	39940.50098	36369.03227	40441.89158	35971.60263	40565.31336	35475.80609
TEX264	45270.10166	45343.38082	41105.57499	44354.73219	43331.45668	45383.0118	43091.4188	46325.72615	44086.33417	46456.55393
SEL1L	27040.53148	25430.60114	28551.17848	29560.25575	27404.7001	28721.34802	27758.36099	29610.0496	28660.94948	28255.09021
ZNFX1	12805.14048	13809.36818	14405.52401	15273.23544	14929.30503	14732.73404	15399.56193	14379.58185	13897.03776	14303.93879
FTSJ1	11101.16194	15034.06244	13655.93814	16064.8831	13992.94377	17104.90713	14485.33649	15581.50734	12826.36051	14638.05052
PARP2	53295.05362	46744.27503	45880.89598	40605.53246	47864.9917	38910.86324	47719.11824	40990.52252	50649.53083	44744.68005
MYO9B	26777.97715	25426.70234	23921.15221	21385.23223	23547.29103	22337.35097	25073.6828	22331.91714	25616.62698	24775.56866
SDR39U1	46665.68122	44950.34672	40170.83526	41793.61496	42315.51083	40455.57846	41303.5208	41001.14186	42204.42185	42784.31754
GTF3C5	77437.219	75567.0007	79281.58396	73185.18867	78144.6494	74373.19876	81625.66595	75095.40391	79029.45925	76833.29937
POFUT1	48704.42134	44669.36301	47682.45531	46881.6831	48996.39382	49822.72182	47850.01823	49028.57358	46843.93036	46944.9958
CFAP36	58286.39206	52880.16626	56670.37741	54790.42563	60220.86378	55417.76933	54536.52637	53510.33445	59517.24363	53255.13999
VPS29	146316.0414	140874.7969	144758.3356	137211.717	155753.8442	142821.1541	149786.3757	140007.4041	147141.1352	143637.3318
CSTF1	69799.51401	72922.27461	75178.2554	78362.20201	75818.99036	78895.33098	78318.11712	79079.61263	75358.0813	79378.95543
RUVBL2	243611.5535	227005.0996	246660.1246	232508.7381	240940.0063	233576.8939	247779.7259	229280.32	245684.5494	234548.4019
DDA1	58226.30957	59864.75562	65682.31602	68313.062	67032.06633	66396.9891	64020.03386	65849.77013	63636.42473	65937.21408
CDC73	134359.9048	142119.4686	139717.6901	150052.3651	151848.888	154595.0742	147671.785	154413.7071	137171.1049	152329.1496
SAMD4B	10410.97291	9706.739436	9538.556077	9942.27343	8910.509834	10606.55716	9670.479766	11373.74007	8393.0757	12177.26812
EIF3J	122339.3724	124679.2359	139935.6075	139130.1091	141706.5964	141627.2558	133849.1284	132904.8561	137815.8346	140973.145
HMGB1	1736322.448	1699136.931	1539892.434	1658611.361	1708501.672	1678570.522	1583719.892	1624907.23	1679475.989	1680250.248
MBIP	9963.800438	10076.85405	8569.494746	9795.915529	9437.999703	10422.51443	10113.25024	9143.385942	9671.228698	10307.31115
C10orf88	11512.86227	12671.63824	11956.60867	13239.10587	11956.67477	12774.89587	12448.86157	12607.83059	12187.60744	12161.06578
SLK	97691.14052	99115.62333	98898.57019	101432.3431	100857.0937	101634.9618	104192.6639	104831.5357	102735.6787	109803.6153
STXBP1	73624.94462	76068.13329	63345.7286	69118.18246	71080.53594	74558.41359	69405.43399	75545.64001	69239.56424	72910.88476
ZNF687	19837.6684	18366.09344	18754.83886	17222.85705	20164.93775	17520.69608	20611.3225	17122.89387	21021.30849	19290.33595
MRPL23	39639.09637	32276.62434	46126.31801	42245.15503	41130.23852	34715.11924	47632.37007	37346.72529	47729.83537	40728.69108
CYB5R1	28238.47267	26311.98662	27521.48862	30543.4846	28943.75389	27868.93197	27439.3669	29924.53465	29632.92406	30758.44387
CUL9	10000.49332	15061.19302	15249.62647	15108.7752	13194.92764	18272.40887	12880.46659	17657.35564	11406.62163	15847.13008
TSEN34	27570.86616	27120.88358	29895.14974	29112.21672	31249.38466	28163.02478	30382.36798	28393.31454	29841.06165	27958.7332
TRAPPC3	146591.8306	153186.6428	142805.3993	140170.8791	141844.6547	151722.2566	150992.4325	152475.2142	143105.7929	154702.9945
CYB5B	45508.64003	44562.4825	52450.19277	49900.59709	49504.29338	50719.61355	50398.3955	52576.84528	46005.05888	45956.82632
PSMC1	524197.7729	520953.755	531700.4821	567961.3981	562686.8342	549893.8696	548276.2934	551382.9001	555595.1705	541911.0451
MRTO4	83132.90962	89502.43421	103338.9473	99698.89563	95360.06299	99564.47344	97225.73474	103510.822	94108.25268	102656.5393
TSSC4	44129.9033	47596.76792	42570.64673	47420.80897	47910.13405	48781.08013	46072.24469	48154.85316	44382.633	46423.63314
BRCC3	35288.00025	40807.41838	32731.86509	38584.08615	34924.68595	40523.86993	34527.31478	41710.16459	36874.47825	37974.74297
DDX19A	81431.48741	89549.00883	88457.17788	91481.80244	88563.25568	94488.71474	89531.11027	95547.88289	87680.33779	93696.86831
AATF	69491.52368	64946.1112	68896.28981	67524.36908	69082.58156	71718.9368	67441.79591	67362.37145	69819.24002	69264.24286
ACTN4	478084.5852	443026.3955	439785.0585	437498.4794	481123.6549	454238.0621	473403.8666	463930.5569	482222.0862	471120.7162
HNRNPCL1	1164989.386	1226334.947	1154488.356	1070382.792	1169823.895	1151075.957	1195862.057	1106751.36	1185297.869	1154791.159
OSBP2	19436.99994	19610.44273	19402.90376	19289.20982	19732.60916	18382.24479	21542.23371	19406.02656	20444.0872	18706.84472
TBC1D22B	12940.85299	9901.134236	12544.40758	11218.2073	12424.24049	10429.23805	12048.02933	10271.69933	13080.96245	10685.50822
DCK	338505.7221	334665.1072	291995.0855	289735.5272	310840.4369	300331.491	293783.3842	289582.2126	313870.3677	307280.5966
GIMAP6	74226.33563	75647.70287	63531.9365	63963.63255	68368.546	71290.18851	67503.51025	70430.37339	73245.28686	69735.84214
HNRNPLL	445287.6122	445644.6948	418066.6279	426632.7573	443721.5932	433665.9729	452458.7274	433654.7657	440985.9452	437537.2294
PRPF38B	83710.47232	78793.38939	82788.40774	78139.92348	82412.06016	82030.04334	85170.33714	78655.75363	81097.74746	80811.27504
ATG101	58230.28336	54883.29998	60737.56578	60671.59979	58558.22252	58369.42281	61838.21269	60659.82675	57961.02477	58439.19637
CCDC170	15003.29809	16219.94718	16988.01636	15796.2924	18223.33777	16234.21828	16232.23059	14991.68449	17890.16928	18021.30491
LARP1	178056.806	172650.5029	204161.9643	190770.3535	191197.7867	196967.7042	202589.2725	189783.9809	194686.7585	188793.4092
SEC11A	91177.55378	95311.31987	92490.49133	92825.54862	98353.1566	96204.06412	93774.54633	97831.75178	98736.5237	100301.1478
DDX59	25971.55592	24653.66207	23947.15609	21981.32134	24400.5299	22314.20998	24587.11202	23979.67228	24387.32662	23254.29221
SNX30	21056.43477	23520.22306	17746.12323	21206.23193	19780.14774	21051.29409	20882.11527	23714.17249	19576.75007	23165.58997
OSBPL9	39587.78439	40409.37905	41604.70034	43402.27424	39907.34761	42402.21923	42358.97184	46008.15807	41304.1652	42877.66112
TAOK1	26746.63336	26093.76845	28037.62514	27511.31525	27538.76452	26090.02677	27184.30104	26785.95099	29204.8448	27384.14789
C3orf17	22589.70351	26045.99183	27423.912	27604.68927	26231.71198	27372.97607	26013.12078	27976.23525	24551.33022	29294.39915
FAM45A	24545.12546	25784.14944	22257.88855	22349.88881	24123.29155	24584.50591	24961.65082	25168.50251	24241.82331	24482.85975
TSC22D1	24857.95363	23961.76672	24150.80414	27410.77258	25553.16737	26997.00678	25902.09628	26349.53011	24478.54211	26919.57113
KIRREL	13777.83864	11373.06105	14919.19001	11369.77974	14339.01228	12447.15937	13077.41626	11074.14825	14433.34025	11228.44386
NCAPG2	60801.92293	62115.2192	65782.65648	65682.91378	62992.45779	64876.10793	65093.06707	64509.73338	63258.22861	66187.17653
RPS28	161756.4894	138213.2984	167935.8065	150149.2244	168646.5354	152314.2288	168224.2084	148267.5941	168334.2861	159266.3664
TXNDC17	210849.7639	154962.7981	208968.9758	163676.4103	216387.7656	153435.8225	202510.08	156855.5468	220971.8071	165535.0226
TXN	1271284.325	1185087.099	1313682.316	1107288.586	1427856.912	1301165.472	1298937.491	1183411.367	1333205.345	1301533.829
DST	46701.39917	41320.791	45132.64391	44471.36595	47956.06402	45973.8715	49970.46016	43757.40027	50110.87057	48545.3119
RFXANK	7814.465339	7302.266418	9835.6104	8860.324465	8599.958258	8286.078801	9380.114154	8373.702466	8786.463624	8444.311825
PUM2	134661.6793	144733.6388	144461.933	153615.0721	149062.7845	154388.7738	145274.1929	155552.0488	141329.6174	155559.6229
MYB	21861.56681	21419.73054	22524.35928	23192.6702	25165.93156	22974.30715	24301.28357	24746.95075	23688.34258	25065.03302
ATP5C1	275428.6873	280709.2601	288201.943	273648.2316	277979.7151	276040.6013	285125.9359	290158.8022	290474.7799	290966.5169
CHMP2B	120640.0008	123512.3655	135873.2629	133700.3015	132285.4386	137057.9479	130137.3158	129966.4723	130213.3262	140082.7824
SRSF11	128249.508	125022.4467	125324.0899	120299.0964	137944.6607	117717.9298	133950.5862	122214.5771	130330.7853	122338.7475
RAD54L2	26045.51708	25511.0159	25487.46333	25537.27939	26881.73355	25341.98159	25611.80019	25369.90616	25629.03342	26325.08572
DAGLB	24694.49227	23481.91349	28369.87957	23373.8181	26288.91734	23164.34542	26429.40423	22964.49493	26566.43399	24366.28825
PSMA5	537585.3558	519647.1576	529946.7779	537960.9803	547719.9881	543534.8948	539065.7335	542412.2209	552302.3425	547331.9462
SYNE2	130111.5248	127274.4536	120740.7427	119595.3472	129236.5991	126484.0038	130691.2614	128638.7473	129239.0525	129720.9555
RCC2	409550.7009	415837.4248	383449.4645	396695.7396	414937.8299	422812.262	420282.7878	411513.1192	407163.4838	417061.6271
FADS2	43054.54163	38264.93036	59367.21897	56336.22533	55730.52896	53110.72751	56877.14724	49248.77587	50625.34844	49945.35305
UQCRQ	61063.44716	52123.11691	61945.19569	54079.88125	64256.58926	54452.74146	63811.16503	51070.18397	62758.28518	51419.34198
